楼兰	12.9345169868
踏步	11.5235290478
鼓足	12.0182238416
小腿	9.63867529418
小腾	15.2371042517
蝶泳	12.1925769874
小腹	11.4758983441
流光溢彩	15.2371042517
勒时候	13.8508091666
让座	10.0553069456
踏歌	15.2371042517
贴纸	11.3658976902
违约金	12.3467298392
看住	15.2371042517
阿尼斯	15.2371042517
河	9.88522174373
古力	13.8508091666
湖边	11.4994247389
追随	10.8426546144
打蛋器	12.5980437848
黄袍	14.5439568299
小腐	15.2371042517
卢工	15.2371042517
巾帼	12.2926631006
克鲁尼	14.5439568299
好色	11.7405947596
黎加	13.4453435759
骚包	10.7484541262
凳子	10.149487886
反	7.77737360266
真勒	11.0175958226
弹	8.67590488257
鳓	15.2371042517
须知	13.4453435759
小脸	15.2371042517
贺兰	13.627665374
看似	10.5549529941
阿柯	13.0398791917
后天天	14.5439568299
编译	13.1576610208
二郎	12.9345169868
速战速决	13.4453435759
宗罪	15.2371042517
有理有据	13.2911926547
麻省	12.9345169868
盈利	10.6727389258
小脚	12.9345169868
熬鹰	14.5439568299
太傅	14.5439568299
赊账	12.2413673929
真勤	13.4453435759
通乳师	14.5439568299
小脑	12.3467298392
介菜	15.2371042517
安盛	13.8508091666
迎宾楼	15.2371042517
煲佐	14.5439568299
安盟	15.2371042517
安监	14.1384914804
炖蛋	12.9345169868
百忙之中	12.3467298392
知法犯法	14.5439568299
代金券	11.9048932257
应	8.28324144139
空空	10.0276060324
外套	8.48714627006
真切	11.4758983441
小兰子	14.1384914804
二逼	9.62032856881
涌泉	14.5439568299
俗话	12.8392070483
婚戒	12.4038901837
终南山	13.627665374
桑德斯	13.4453435759
高基	15.2371042517
坦途	14.5439568299
截留	14.5439568299
遮面	14.5439568299
冰妹	14.5439568299
成日	8.24590926477
小臂	13.0398791917
奸雄	15.2371042517
捉摸不定	13.4453435759
婚房	12.0590448708
须眉	13.8508091666
管闲事	12.9345169868
配错	15.2371042517
情重	13.627665374
理佢	12.9345169868
五百万	11.0782117565
身残	14.5439568299
套鞋	14.1384914804
偶么	13.4453435759
外外	14.1384914804
业主	10.9885923578
抠鼻	12.9345169868
医术	12.2926631006
雅婷	13.627665374
没法儿	11.4084534434
速腾	11.8031143926
后手	14.5439568299
势力	10.7153062628
峨	13.4453435759
慧子	13.8508091666
遂溪	12.2926631006
保级	12.2926631006
外头	10.2331509472
身段	12.2926631006
纵横	12.1016061745
配镜	14.1384914804
潮阳	12.1016061745
含金量	12.4645138402
鹿	9.92387824218
古剑	10.7484541262
煲仔	12.1016061745
保罗	11.0175958226
供应量	15.2371042517
看书	11.7713666596
阳菜	14.1384914804
时至今日	12.7521949473
上	4.00733318523
火眼	13.4453435759
发射器	13.1576610208
索尼	9.72364292562
胡杏儿	11.8358998715
用之不竭	13.8508091666
蹦蹦车	15.2371042517
职能	12.2413673929
欢闹	15.2371042517
猛亲	14.5439568299
甚么样	15.2371042517
份额	12.6721529636
猛人	13.8508091666
看么	12.1016061745
工具书	14.5439568299
枯	12.1460572131
惜	10.187236902
黎变	15.2371042517
看乐	14.5439568299
小聚	10.1190826861
端游	14.1384914804
安睡	11.6535826587
黎发	14.1384914804
后排	11.142745451
根硕	13.0398791917
落脚点	13.4453435759
校队	11.7713666596
地动仪	14.5439568299
悲勒	13.8508091666
屏风	12.529050672
古古	12.9345169868
诊疗	14.1384914804
气色	11.142745451
空管	13.627665374
看中	9.35374783527
壑	13.8508091666
刚额	13.8508091666
蜜蜂	9.7481194653
太冤	15.2371042517
外墙	13.8508091666
迈皋桥	14.5439568299
后援	12.9345169868
多疑	13.2911926547
武昌站	14.5439568299
砸场	13.8508091666
死金	13.8508091666
诉讼法	13.1576610208
镇平	13.8508091666
血气方刚	12.8392070483
看下	13.8508091666
看上	8.90204734562
票子	9.80774728026
小考	11.9790026458
这时候	8.71193726821
刷粉	13.4453435759
裱	11.7713666596
次子	13.4453435759
安眠	11.7405947596
看作	12.7521949473
死野	12.1925769874
小耐	12.529050672
贫血	10.2466516344
好莱	14.1384914804
禁言	12.2413673929
太兴	14.1384914804
骚勇	15.2371042517
水落石出	14.1384914804
悲切	12.9345169868
猜词	14.5439568299
麻目	13.8508091666
票定	13.4453435759
财气	12.8392070483
宗纬	12.0590448708
慢条斯理	15.2371042517
高低杠	12.5980437848
小胜	13.627665374
小胖	9.78177179385
针清	13.8508091666
气节	13.8508091666
黎单	15.2371042517
新老交替	14.5439568299
其次	10.1745065641
情郎	12.7521949473
八角楼	15.2371042517
豉	13.2911926547
小肥	11.8031143926
小肠	13.0398791917
错话	10.6521167426
卢山	15.2371042517
泄题	12.9345169868
警卫队	15.2371042517
人类学	13.627665374
耿乐	15.2371042517
麻皮	14.5439568299
训练班	13.8508091666
冰壶	12.0590448708
错误	8.16194579947
困境	11.2858491906
今年底	13.8508091666
好菜	15.2371042517
纵欲	11.9412669031
悲剧	6.68835471395
东阳市	14.5439568299
缅甸	11.573540675
缓和	11.5995159201
遮阳	13.1576610208
李珂	15.2371042517
好耶	11.0175958226
追钱	15.2371042517
势利	12.529050672
枯木逢春	15.2371042517
溜滑	13.8508091666
依依	11.3869539954
脖友	13.627665374
小荣	13.8508091666
吴阳	15.2371042517
当头照	15.2371042517
查噶	15.2371042517
陶哥	13.8508091666
好耐	9.42294862138
小草	13.627665374
赏月	10.5097142611
以资	13.627665374
披	9.75643660982
昕姐	15.2371042517
龙华线	12.529050672
乜鸠	15.2371042517
后悔	7.04403289727
古龙峡	14.5439568299
纵横四海	15.2371042517
坐莲	13.627665374
升起	10.5185921073
麻田	15.2371042517
错行	12.7521949473
采访人	15.2371042517
摸索	10.3772653008
溜溜	10.2812730915
婚介所	13.8508091666
贺卡	11.4529100326
太劲	12.8392070483
拖住	11.8698023885
明明人	13.2911926547
配音	9.62032856881
拖佛	13.627665374
悲凉	10.6521167426
校长	9.62760228996
外审	12.529050672
外宣	14.5439568299
识架	12.529050672
麻生	14.5439568299
朱元	14.5439568299
狗仔队	12.4038901837
幸会	10.6938068148
安琪	12.0590448708
践	13.627665374
易迅	12.6721529636
宁爷	13.627665374
空碗	14.5439568299
外宾	13.627665374
外宿	11.8031143926
鸡爷	12.6721529636
楼台	13.2911926547
可怜相	15.2371042517
麻痹	8.22657347498
角斗士	14.5439568299
冰宝	15.2371042517
老大房	13.0398791917
外孕	14.5439568299
外孙	12.4645138402
小菲	12.1016061745
架桥	14.1384914804
真值	12.4645138402
小菊	13.4453435759
依伽	13.2911926547
让尔	15.2371042517
啤酒街	13.627665374
好肚	13.4453435759
插眼	14.5439568299
畅儿	15.2371042517
小菜	10.3618929314
冰室	13.0398791917
后怕	11.2297664812
赏析	12.529050672
视而不见	11.3869539954
小莫	13.2911926547
婚恋	13.8508091666
校门	10.7153062628
麻疹	11.1766552079
配	7.55171221535
连场	14.1384914804
王洛宾	12.8392070483
小莹	13.4453435759
真假	9.52332462729
悚然	11.7405947596
维系	12.0182238416
锐角	13.8508091666
小莎	15.2371042517
风风光光	14.1384914804
空窗	14.1384914804
拨乱反正	15.2371042517
戒酒	9.26321741158
好胜	13.4453435759
公费	11.3869539954
小良	14.5439568299
撅	11.3250766611
金坷拉	14.1384914804
一千四百	15.2371042517
小臭	14.5439568299
小艾	11.4084534434
小艺	13.627665374
张高丽	13.8508091666
豆么	14.5439568299
烩面	12.0182238416
小艳	14.1384914804
小色	13.8508091666
太口	13.627665374
钥	14.5439568299
服秀	14.1384914804
有血有泪	15.2371042517
指使	12.529050672
血糖仪	13.4453435759
眼镜店	11.7405947596
贺刚	13.1576610208
悲催	6.91373735066
狮山	12.7521949473
好脏	13.2911926547
大前提	14.5439568299
将近	9.34268355896
依仗	14.5439568299
德莱尼	15.2371042517
次奥	8.88447171814
小航	15.2371042517
安生	11.3869539954
我家	6.35262939632
萝卜	9.26832622117
好好笑	10.1372148974
豆丝	14.1384914804
好腻	12.3467298392
